"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
314,2.8571429,3,24,"right","no","cross"
314,5.3636363,4.2727275,24,"left","yes","co"
314,3.3333333,4,24,"right","yes","cross"
316,4.5,5.6363635,24,"left","no","co"
316,3.9166667,3.9230769,24,"right","no","cross"
316,4.3333333,5,24,"left","yes","co"
316,2.8333333,3.5714285,24,"right","yes","cross"
317,5.5999999,5.8000002,21,"left","no","co"
317,2.3,3.7272727,21,"right","no","cross"
317,5.75,6,21,"left","yes","co"
317,2.3333333,4.3333335,21,"right","yes","cross"
318,4.9230769,5,24,"left","no","co"
318,1.7272727,2.4545455,24,"right","no","cross"
318,5,5.4000001,24,"left","yes","co"
318,1.8333334,3.1666667,24,"right","yes","cross"
319,3,3.2222223,21,"left","no","cross"
319,5,4.1666665,21,"right","no","co"
319,3,4,21,"left","yes","cross"
319,5,3.875,21,"right","yes","co"
323,4.125,4,17,"left","no","co"
323,3.75,3.4444444,17,"right","no","cross"
323,4.1666667,3.8333333,17,"left","yes","co"
323,3.5,3.8333333,17,"right","yes","cross"
328,3,4.5833335,24,"left","no","cross"
328,4.5,4,24,"right","no","co"
328,3,4.5714288,24,"left","yes","cross"
328,4.6666665,3.5,24,"right","yes","co"
330,5.7142856,3.9285715,26,"left","no","co"
330,2.0833333,1.5,26,"right","no","cross"
330,6.1111112,3,26,"left","yes","co"
330,1.8,1.6,26,"right","yes","cross"
331,5.8571429,3.5714285,20,"left","no","co"
331,3.6363637,3.0769231,20,"right","no","cross"
331,5.6666667,4,20,"left","yes","co"
331,3,2.5,20,"right","yes","cross"
338,4.5,4,18,"left","no","co"
338,3.125,3,18,"right","no","cross"
338,4.75,4,18,"left","yes","co"
338,2.6666667,3,18,"right","yes","cross"
339,4.9000001,4.5999999,18,"left","no","co"
339,2.75,3.25,18,"right","no","cross"
339,4.25,5.25,18,"left","yes","co"
339,3.2,3.5999999,18,"right","yes","cross"
340,4.3,4.1999998,21,"left","no","co"
340,3.8181818,4,21,"right","no","cross"
340,4.3333333,4.3333335,21,"left","yes","co"
340,4.4000001,4.4000001,21,"right","yes","co"
341,5.7272727,4.909091,15,"left","no","co"
341,1.75,1.5,15,"right","no","cross"
341,5.4285715,4.1428571,15,"left","yes","co"
341,2,1,15,"right","yes","cross"
342,5.625,5.75,18,"left","no","co"
342,1.8,2.1666667,18,"right","no","cross"
342,5.5999999,6.4285712,18,"left","yes","co"
342,1.5,3,18,"right","yes","cross"
343,4.8571429,4.25,23,"left","no","co"
343,3.4615386,2.9333334,23,"right","no","cross"
343,5.4000001,4.8000002,23,"left","yes","co"
343,4.125,3.5,23,"right","yes","co"
347,6.3,6.181818,19,"left","no","co"
347,2.2857144,2.875,19,"right","no","cross"
347,7,5.5,19,"left","yes","co"
347,2.5999999,3.2,19,"right","yes","cross"
348,5.5384614,4.6923075,26,"left","no","co"
348,2.1538463,3,26,"right","no","cross"
348,6,5.25,26,"left","yes","co"
348,2.25,3.125,26,"right","yes","cross"
349,5.3333333,5.4166665,18,"left","no","co"
349,3.6666667,3.1666667,18,"right","no","cross"
349,5.3333333,6.3333335,18,"left","yes","co"
349,4.3333335,3.3333333,18,"right","yes","co"
351,3.6666665,3.5555556,18,"left","no","cross"
351,5.1111112,4.1111112,18,"right","no","co"
351,3.1666665,3.6666667,18,"left","yes","cross"
351,5,4.6666665,18,"right","yes","co"
353,4.2727273,4.8571429,26,"left","no","co"
353,3,3.5,26,"right","no","cross"
353,4.25,5.3333335,26,"left","yes","co"
353,3.6666667,3.75,26,"right","yes","cross"
354,4.7,4,22,"left","no","co"
354,4.2727275,4.1666665,22,"right","no","co"
354,5,3.8,22,"left","yes","co"
354,3.8333333,3.7142856,22,"right","yes","cross"
355,5.7142856,5.2857141,16,"left","no","co"
355,4.5555553,3.7777777,16,"right","no","co"
355,5,5,16,"left","yes","co"
355,5,4,16,"right","yes","co"
356,6,5.181818,24,"left","no","co"
356,3.4166667,3.9230769,24,"right","no","cross"
356,5.8571429,5,24,"left","yes","co"
356,3.3333333,3.5,24,"right","yes","cross"
357,5.8,4.6999998,17,"left","no","co"
357,3.2857144,3,17,"right","no","cross"
357,6.25,4.25,17,"left","yes","co"
357,3.5,3.25,17,"right","yes","cross"
361,5,4.4545455,18,"left","no","co"
361,6,4.2857141,18,"right","no","co"
361,5,4.1666665,18,"left","yes","co"
361,6,3.75,18,"right","yes","co"
362,4.6666667,4.5,16,"left","no","co"
362,2.9000001,2.7,16,"right","no","cross"
362,4.3333333,5,16,"left","yes","co"
362,4.3333335,4,16,"right","yes","co"
366,5.5454545,4.6363635,21,"left","no","co"
366,2.0999999,2.3,21,"right","no","cross"
366,5.5,4.6666665,21,"left","yes","co"
366,1.6666666,2.3333333,21,"right","yes","cross"
367,3.7142859,3.8181818,17,"left","no","cross"
367,3.75,3.5,17,"right","no","cross"
367,3.5,3.7142856,17,"left","yes","cross"
367,3.3333333,3.25,17,"right","yes","cross"
373,3.1428571,3.2857144,17,"left","no","cross"
373,4.5,4.3000002,17,"right","no","co"
373,2.6666665,3,17,"left","yes","cross"
373,4.1666665,3.8333333,17,"right","yes","co"
377,6,4.6363635,21,"left","no","co"
377,1.5,1.4,21,"right","no","cross"
377,5.8333333,4,21,"left","yes","co"
377,1.6666666,1.5,21,"right","yes","cross"
380,4.0833333,4,31,"left","no","co"
380,4.0666666,3.9411764,31,"right","no","co"
380,4.6666667,4.3333335,31,"left","yes","co"
380,4.1666665,4,31,"right","yes","co"
381,6.1666666,4.1666665,25,"left","no","co"
381,1.6923077,1.5384616,25,"right","no","cross"
381,6.125,3.5,25,"left","yes","co"
381,2.1428571,2,25,"right","yes","cross"
388,3.625,4.5555553,25,"left","no","cross"
388,5.4545455,6,25,"right","no","co"
388,4.3333333,5.3333335,25,"left","yes","co"
388,5.5,6,25,"right","yes","co"
389,3,4.4444447,19,"left","no","cross"
389,5,4.6999998,19,"right","no","co"
389,2,4.6666665,19,"left","yes","cross"
389,5,5,19,"right","yes","co"
391,3.875,4,21,"left","no","cross"
391,3.3846154,3.4615386,21,"right","no","cross"
391,3.8000002,4,21,"left","yes","cross"
391,3,3.2857144,21,"right","yes","cross"
392,5.6666667,5.2666669,24,"left","no","co"
392,1.4444444,2.1111112,24,"right","no","cross"
392,5.5714285,4.7142859,24,"left","yes","co"
392,1.4,1.8,24,"right","yes","cross"
395,5.3333333,5.6666665,19,"left","no","co"
395,1.7777778,3.4000001,19,"right","no","cross"
395,4.8,5.8000002,19,"left","yes","co"
395,1.8571428,3.2857144,19,"right","yes","cross"
398,6.5,4.25,15,"left","no","co"
398,1.6,2.8571429,15,"right","no","cross"
398,6.25,4.25,15,"left","yes","co"
398,2,3.5,15,"right","yes","cross"
399,3.818182,4.090909,19,"left","no","cross"
399,3.375,2.875,19,"right","no","cross"
399,3.75,4.125,19,"left","yes","cross"
399,4.6666665,2.3333333,19,"right","yes","co"
400,2.1111112,2.4444444,17,"left","no","cross"
400,5.5714288,4.625,17,"right","no","co"
400,2.4000001,3.2,17,"left","yes","cross"
400,5,4,17,"right","yes","co"
401,5,5.5,21,"left","no","co"
401,1.5333333,2,21,"right","no","cross"
401,4.6666667,6,21,"left","yes","co"
401,1.1666666,1.6666666,21,"right","yes","cross"
402,5.5555556,5,19,"left","no","co"
402,3.8,3.5999999,19,"right","no","cross"
402,5.6666667,4.8333335,19,"left","yes","co"
402,3.3333333,3.6666667,19,"right","yes","cross"
403,3,4.1428571,14,"left","no","cross"
403,4.5,3.8571429,14,"right","no","co"
403,3,4,14,"left","yes","cross"
403,4.5,4,14,"right","yes","co"
404,5.9000001,5.3000002,18,"left","no","co"
404,2.25,2,18,"right","no","cross"
404,6.5,5,18,"left","yes","co"
404,2.75,2.25,18,"right","yes","cross"
407,3.5,4.4615383,23,"left","no","cross"
407,5.3333335,3.8,23,"right","no","co"
407,3.3333335,4.75,23,"left","yes","cross"
407,5.3333335,4.2857141,23,"right","yes","co"
408,1.5,1.6,20,"left","no","cross"
408,4.9000001,4,20,"right","no","co"
408,1.75,2,20,"left","yes","cross"
408,4.3333335,4.3333335,20,"right","yes","co"
409,4.8571429,4.7142859,19,"left","no","co"
409,2.7142856,3.5833333,19,"right","no","cross"
409,5,4.75,19,"left","yes","co"
409,3,3.6666667,19,"right","yes","cross"
410,6,5.3333335,18,"left","no","co"
410,1.7777778,2.2222223,18,"right","no","cross"
410,6.3333334,6,18,"left","yes","co"
410,1.1666666,2.1666667,18,"right","yes","cross"
411,4.9230769,4.4615383,25,"left","no","co"
411,2.25,2.25,25,"right","no","cross"
411,4.7142856,3.8571429,25,"left","yes","co"
411,1.6,1.8,25,"right","yes","cross"
414,4.25,4.6666665,19,"left","no","co"
414,4.0999999,4,19,"right","no","co"
414,4.5,5.25,19,"left","yes","co"
414,4.25,4.5,19,"right","yes","co"
420,3,4.125,17,"left","no","cross"
420,6.5,4.2222223,17,"right","no","co"
420,3,4.1999998,17,"left","yes","cross"
420,6,4.25,17,"right","yes","co"
422,4.3333333,4.5,18,"left","no","co"
422,4.25,3.375,18,"right","no","co"
422,4.75,4.5,18,"left","yes","co"
422,4.1999998,3.5999999,18,"right","yes","co"
423,4.4285715,4.5714288,24,"left","no","co"
423,3.5999999,3.7,24,"right","no","cross"
423,4.6666667,5,24,"left","yes","co"
423,3.2,3.5999999,24,"right","yes","cross"
424,4.2,4.1428571,20,"left","no","co"
424,4.4444447,4.2307692,20,"right","no","co"
424,3.75,4,20,"left","yes","cross"
424,7,4.6666665,20,"right","yes","co"
426,4.6666667,4.3333335,19,"left","no","co"
426,3.8,3.9000001,19,"right","no","cross"
426,3.6666665,4,19,"left","yes","cross"
426,3.3333333,3.5,19,"right","yes","cross"
427,5.3333333,5.1111112,19,"left","no","co"
427,2.7,2.8,19,"right","no","cross"
427,4.75,5,19,"left","yes","co"
427,2.5714285,2.7142856,19,"right","yes","cross"
428,5.75,5.5,17,"left","no","co"
428,1.7777778,1.7777778,17,"right","no","cross"
428,6,6,17,"left","yes","co"
428,1.4,2,17,"right","yes","cross"
429,5.2857144,5.5714288,21,"left","no","co"
429,2.6428571,2.5714285,21,"right","no","cross"
429,5,4.6666665,21,"left","yes","co"
429,2,2.1428571,21,"right","yes","cross"
430,4.1666667,3.9411764,31,"left","no","co"
430,3.8571429,3.7142856,31,"right","no","cross"
430,4.3333333,4.2222223,31,"left","yes","co"
430,4.5714288,3.7142856,31,"right","yes","co"
431,5.7692308,5.1538463,22,"left","no","co"
431,2.8888888,3.6666667,22,"right","no","cross"
431,5.8571429,5.2857141,22,"left","yes","co"
431,2.8333333,3.3333333,22,"right","yes","cross"
432,4.7142856,4.4285712,17,"left","no","co"
432,1.9,2.2,17,"right","no","cross"
432,5.25,3.75,17,"left","yes","co"
432,2,2.5,17,"right","yes","cross"
434,3.4285712,3.4285715,13,"left","no","cross"
434,3.6666667,3,13,"right","no","cross"
434,3,2.6666667,13,"left","yes","cross"
434,3.3333333,3,13,"right","yes","cross"
437,6,5,22,"left","no","co"
437,2,2.5,22,"right","no","cross"
437,5.8,5.4000001,22,"left","yes","co"
437,2,2,22,"right","yes","cross"
439,4.25,4.9000001,20,"left","no","co"
439,3.375,5,20,"right","no","cross"
439,5.6666667,5.1999998,20,"left","yes","co"
439,3,5.1999998,20,"right","yes","cross"
440,1.7777777,2.4444444,19,"left","no","cross"
440,5.0999999,4.1999998,19,"right","no","co"
440,2,3.25,19,"left","yes","cross"
440,5.2857141,4.1428571,19,"right","yes","co"
442,3.5,3.5454545,19,"left","no","cross"
442,5,4.125,19,"right","no","co"
442,5,3,19,"left","yes","co"
442,7,4.5,19,"right","yes","co"
443,3.3000002,3.8,24,"left","no","cross"
443,3.9230769,4.5,24,"right","no","cross"
443,3,3.5999999,24,"left","yes","cross"
443,3.75,3.7777777,24,"right","yes","cross"
445,3,4.25,18,"left","no","cross"
445,3.75,3.9000001,18,"right","no","cross"
445,2,4.3333335,18,"left","yes","cross"
445,4.3333335,4.4285712,18,"right","yes","co"
447,5.5,4,14,"left","no","co"
447,1.5,1.6666666,14,"right","no","cross"
447,6,3.2,14,"left","yes","co"
447,1.6666666,2,14,"right","yes","cross"
448,4.6363637,4.4166665,25,"left","no","co"
448,2.4166667,2.4615386,25,"right","no","cross"
448,4.4000001,5,25,"left","yes","co"
448,2,1.8571428,25,"right","yes","cross"
449,6.7,4.5999999,22,"left","no","co"
449,1.7272727,1,22,"right","no","cross"
449,6.5,4,22,"left","yes","co"
449,2.75,1,22,"right","yes","cross"
452,4.9000001,5.4000001,17,"left","no","co"
452,3.2857144,3,17,"right","no","cross"
452,4.4000001,5.4000001,17,"left","yes","co"
452,3,2.75,17,"right","yes","cross"
453,5.875,6.3125,27,"left","no","co"
453,2.909091,2.2727273,27,"right","no","cross"
453,5.9000001,6.3000002,27,"left","yes","co"
453,2.5999999,2.4000001,27,"right","yes","cross"
457,5.1666667,5.5,19,"left","no","co"
457,3.6923077,3.5384614,19,"right","no","cross"
457,4.6666667,5.3333335,19,"left","yes","co"
457,3.3333333,2.6666667,19,"right","yes","cross"
460,5.1111112,4.7777777,14,"left","no","co"
460,3.5999999,3.2,14,"right","no","cross"
460,4.6666667,5,14,"left","yes","co"
460,3.3333333,2.6666667,14,"right","yes","cross"
462,5.909091,4.3636365,17,"left","no","co"
462,1.3333334,1.8333334,17,"right","no","cross"
462,6.125,3.75,17,"left","yes","co"
462,1.6666666,2.3333333,17,"right","yes","cross"
464,5.1666667,4.25,20,"left","no","co"
464,3.5,3,20,"right","no","cross"
464,5.25,4.375,20,"left","yes","co"
464,2.8,2.2,20,"right","yes","cross"
465,4.5714285,3.8571429,18,"left","no","co"
465,2.3636363,3,18,"right","no","cross"
465,4.5,4.25,18,"left","yes","co"
465,2,2.875,18,"right","yes","cross"
466,4.5714285,4.909091,32,"left","no","co"
466,4.25,4.4285712,32,"right","no","co"
466,5,4.75,32,"left","yes","co"
466,4.2857141,4.5714288,32,"right","yes","co"
467,3,4.3076925,20,"left","no","cross"
467,4.6666665,3.7142856,20,"right","no","co"
467,3,4.5,20,"left","yes","cross"
467,5,3.75,20,"right","yes","co"
472,3.5,4.375,16,"left","no","cross"
472,5,4.25,16,"right","no","co"
472,3.5,4.5999999,16,"left","yes","cross"
472,5,3.75,16,"right","yes","co"
478,3.6999998,3.6363637,17,"left","no","cross"
478,5.4000001,3.5,17,"right","no","co"
478,3.5999999,3.8,17,"left","yes","cross"
478,5.5,3,17,"right","yes","co"
479,5.4444444,4.4444447,19,"left","no","co"
479,3,2.9000001,19,"right","no","cross"
479,5.1666667,4.1666665,19,"left","yes","co"
479,2.3333333,2,19,"right","yes","cross"
480,5.8,4.3000002,17,"left","no","co"
480,2.8571429,3,17,"right","no","cross"
480,5.8,4.4000001,17,"left","yes","co"
480,3.3333333,2.6666667,17,"right","yes","cross"
481,2.9375,3.5,26,"left","no","cross"
481,4.1999998,4.0999999,26,"right","no","co"
481,2.7142859,3.2857144,26,"left","yes","cross"
481,4.3333335,4.3333335,26,"right","yes","co"
483,3,4.1333332,22,"left","no","cross"
483,4.5,4.4285712,22,"right","no","co"
483,2,4.8000002,22,"left","yes","cross"
483,5,5,22,"right","yes","co"
485,5.1111112,4.6666665,20,"left","no","co"
485,3.5,3.5454545,20,"right","no","cross"
485,4.3333333,4,20,"left","yes","co"
485,2.8,3.1666667,20,"right","yes","cross"
486,5.7,4.3000002,22,"left","no","co"
486,1.75,1.75,22,"right","no","cross"
486,6.5,4,22,"left","yes","co"
486,1.375,1.375,22,"right","yes","cross"
488,4.8,4.125,16,"left","no","co"
488,2.5999999,2.375,16,"right","no","cross"
488,5,4.5999999,16,"left","yes","co"
488,2.5,3,16,"right","yes","cross"
491,1.5714288,1.8571428,14,"left","no","cross"
491,6.5714288,5.8571429,14,"right","no","co"
491,1.6666665,2.3333333,14,"left","yes","cross"
491,6.25,5.5,14,"right","yes","co"
495,4.4444444,3.6111112,28,"left","no","co"
495,2.7,2.4000001,28,"right","no","cross"
495,4.1818182,3.7272727,28,"left","yes","co"
495,3,2.5999999,28,"right","yes","cross"
496,5.625,5.5,15,"left","no","co"
496,3.1428571,3.1428571,15,"right","no","cross"
496,5.5,5.8333335,15,"left","yes","co"
496,2.6666667,3,15,"right","yes","cross"
498,3,4.25,16,"left","no","cross"
498,4.25,3.625,16,"right","no","co"
498,3,4.75,16,"left","yes","cross"
498,3.5,3.8,16,"right","yes","cross"
499,4.75,5.125,17,"left","no","co"
499,2.875,3.3333333,17,"right","no","cross"
499,5.5,5.75,17,"left","yes","co"
499,2,3,17,"right","yes","cross"
500,4.5,3.5,20,"left","no","co"
500,3.7142856,3.75,20,"right","no","cross"
500,5,3.8,20,"left","yes","co"
500,3.75,3.8888888,20,"right","yes","cross"
501,5.375,4.875,17,"left","no","co"
501,2.1111112,2.4444444,17,"right","no","cross"
501,5.5,5.5,17,"left","yes","co"
501,1.3333334,2.3333333,17,"right","yes","cross"
505,4.5,3.125,18,"left","no","co"
505,4.3333335,4,18,"right","no","co"
505,4.6666667,3.3333333,18,"left","yes","co"
505,4.3333335,3.75,18,"right","yes","co"
506,4.4666667,3.4000001,21,"left","no","co"
506,3.5999999,3.8333333,21,"right","no","cross"
506,4.5,3.5,21,"left","yes","co"
506,3.6666667,2.6666667,21,"right","yes","cross"
507,4.8181818,4.5454545,16,"left","no","co"
507,2.3333333,3.4000001,16,"right","no","cross"
507,4.1428571,4.4285712,16,"left","yes","co"
507,2,3,16,"right","yes","cross"
510,6,5.6666665,19,"left","no","co"
510,2.2,2.2,19,"right","no","cross"
510,6.5,5,19,"left","yes","co"
510,2,2,19,"right","yes","cross"
511,3,4.2727275,17,"left","no","cross"
511,7,4.6666665,17,"right","no","co"
511,3,4.2857141,17,"left","yes","cross"
511,7,4.3333335,17,"right","yes","co"
514,4.5,4.6666665,20,"left","no","co"
514,3.5,3,20,"right","no","cross"
514,6,3.6666667,20,"left","yes","co"
514,4.25,3.1428571,20,"right","yes","co"
516,6,4.090909,19,"left","no","co"
516,2,2.125,19,"right","no","cross"
516,6.5,3.8333333,19,"left","yes","co"
516,1.5,2,19,"right","yes","cross"
517,4.75,4,14,"left","no","co"
517,4.5,4.5714288,14,"right","no","co"
517,5,4.25,14,"left","yes","co"
517,3.5,4.25,14,"right","yes","cross"
518,5,4.75,16,"left","no","co"
518,2.75,3,16,"right","no","cross"
518,5.4000001,5.4000001,16,"left","yes","co"
518,2.75,2.75,16,"right","yes","cross"
519,5.5714285,5.5714288,16,"left","no","co"
519,3.5555556,2.3333333,16,"right","no","cross"
519,5,4.75,16,"left","yes","co"
519,2.75,1.75,16,"right","yes","cross"
521,6.1,5.3000002,21,"left","no","co"
521,1.0909091,1.0909091,21,"right","no","cross"
521,5.5999999,5.1999998,21,"left","yes","co"
521,1.1111112,1.1111112,21,"right","yes","cross"
522,5,3.3333333,15,"left","no","co"
522,2.5,1.8333334,15,"right","no","cross"
522,4.8,3.4000001,15,"left","yes","co"
522,3.3333333,2.6666667,15,"right","yes","cross"
523,4.875,5.3000002,19,"left","no","co"
523,3.625,4.3333335,19,"right","no","cross"
523,5,5.3333335,19,"left","yes","co"
523,3.75,4.5999999,19,"right","yes","cross"
524,3.5714288,2.8888888,15,"left","no","cross"
524,5.5,3.1666667,15,"right","no","co"
524,3,2.6666667,15,"left","yes","cross"
524,6,2.6666667,15,"right","yes","co"
525,6.1666666,5.5,27,"left","no","co"
525,2.6666667,2.6666667,27,"right","no","cross"
525,6.4,5,27,"left","yes","co"
525,1.2,1.6,27,"right","yes","cross"
527,6.1111112,5.2222223,18,"left","no","co"
527,2.4444444,2.1111112,18,"right","no","cross"
527,5.6666667,4.5,18,"left","yes","co"
527,3.25,2.5,18,"right","yes","cross"
531,5,3.375,16,"left","no","co"
531,2.5,2.5,16,"right","no","cross"
531,4.6666667,2.6666667,16,"left","yes","co"
531,1.6666666,1.6666666,16,"right","yes","cross"
534,5.6363637,5.6363635,21,"left","no","co"
534,2.3,3.5999999,21,"right","no","cross"
534,4.6666667,5.6666665,21,"left","yes","co"
534,2.1428571,4.1428571,21,"right","yes","cross"
535,6.3846154,4.1538463,25,"left","no","co"
535,1,1.25,25,"right","no","cross"
535,6,3.5714285,25,"left","yes","co"
535,1,1,25,"right","yes","cross"
537,3.9000001,5.6363635,21,"left","no","cross"
537,4.4000001,4.9000001,21,"right","no","co"
537,3.6666665,5.7142859,21,"left","yes","cross"
537,3.8,4.8000002,21,"right","yes","cross"
540,3.6923075,3.8461537,21,"left","no","cross"
540,4.4285712,4.25,21,"right","no","co"
540,3.5,3.5,21,"left","yes","cross"
540,4.5999999,4.3333335,21,"right","yes","co"
542,4.6666667,5.25,23,"left","no","co"
542,3.4285715,3.7142856,23,"right","no","cross"
542,5,6.25,23,"left","yes","co"
542,3,3,23,"right","yes","cross"
543,5.5,4.875,17,"left","no","co"
543,2.2222223,1.7777778,17,"right","no","cross"
543,6,4.5,17,"left","yes","co"
543,2.5,2,17,"right","yes","cross"
544,5.8333333,4.1666665,22,"left","no","co"
544,2.5,1.6,22,"right","no","cross"
544,6.2857143,3.8571429,22,"left","yes","co"
544,3.3333333,1.6666666,22,"right","yes","cross"
545,5.4000001,4.6999998,18,"left","no","co"
545,1.625,1.625,18,"right","no","cross"
545,6.5,5,18,"left","yes","co"
545,1.25,1.25,18,"right","yes","cross"
546,4.4615386,3.9230769,26,"left","no","co"
546,3.2307692,2.7692308,26,"right","no","cross"
546,4.375,4.25,26,"left","yes","co"
546,3.6666667,3.3333333,26,"right","yes","cross"
547,6.3333334,4,20,"left","no","co"
547,2.1818182,2.3636363,20,"right","no","cross"
547,6.6,4.1999998,20,"left","yes","co"
547,1.875,2.125,20,"right","yes","cross"
548,3.75,4.7333331,24,"left","no","cross"
548,4.5,4.8888888,24,"right","no","co"
548,3.75,4.75,24,"left","yes","cross"
548,4.5,4.8571429,24,"right","yes","co"
550,4.8,4.7272725,19,"left","no","co"
