"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
4729,5,2.3333333,14,"right","yes","co"
4730,1.1999998,1.2,22,"left","no","cross"
4730,6.4166665,5.5,22,"right","no","co"
4730,1.3333335,1.1666666,22,"left","yes","cross"
4730,6.4000001,5.1999998,22,"right","yes","co"
4731,3.4285712,3.5,26,"left","no","cross"
4731,4.9166665,3.6666667,26,"right","no","co"
4731,3.2857141,3.4285715,26,"left","yes","cross"
4731,4.1666665,3.6666667,26,"right","yes","co"
4732,1.25,2.75,25,"left","no","cross"
4732,5.9411764,4.8235292,25,"right","no","co"
4732,1.1999998,1.4,25,"left","yes","cross"
4732,6.375,4.375,25,"right","yes","co"
4733,2.4615383,1.9230769,21,"left","no","cross"
4733,5.375,4.5,21,"right","no","co"
4733,3.3333335,2,21,"left","yes","cross"
4733,5.3333335,4.5,21,"right","yes","co"
4735,2.7272725,2.7272727,29,"left","no","cross"
4735,5.1666665,4.1111112,29,"right","no","co"
4735,3.125,2.875,29,"left","yes","cross"
4735,5.625,4,29,"right","yes","co"
4736,3.8333335,3.1666667,19,"left","no","cross"
4736,6.0769229,5.6923075,19,"right","no","co"
4736,3,2,19,"left","yes","cross"
4736,6,5.4000001,19,"right","yes","co"
4737,5.6666667,5,21,"left","no","co"
4737,3.25,3.8181818,21,"right","no","cross"
4737,5.8333333,5,21,"left","yes","co"
4737,3.5,3,21,"right","yes","cross"
4740,1.75,1.25,23,"left","no","cross"
4740,5.8000002,4.5333333,23,"right","no","co"
4740,2.1999998,1.4,23,"left","yes","cross"
4740,6.6666665,4,23,"right","yes","co"
4741,2,3.2,21,"left","no","cross"
4741,4.9000001,5.2727275,21,"right","no","co"
4741,1.3333335,5,21,"left","yes","cross"
4741,4.5714288,4.2857141,21,"right","yes","co"
4742,1.5555553,1.8888888,15,"left","no","cross"
4742,4.1666665,4.8333335,15,"right","no","co"
4742,1.5999999,2.2,15,"left","yes","cross"
4742,2.6666667,4,15,"right","yes","cross"
4743,1.5,1.3,25,"left","no","cross"
4743,5.9333334,4.8666668,25,"right","no","co"
4743,1.5,1.25,25,"left","yes","cross"
4743,6,3.7142856,25,"right","yes","co"
4744,2,2.0833333,23,"left","no","cross"
4744,5.4545455,4.818182,23,"right","no","co"
4744,2.25,2.25,23,"left","yes","cross"
4744,5,3.8571429,23,"right","yes","co"
4745,2,3,21,"left","no","cross"
4745,4.5,4.7142859,21,"right","no","co"
4745,1.6666665,2.8333333,21,"left","yes","cross"
4745,4.25,4.875,21,"right","yes","co"
4746,1.7777777,1.7777778,18,"left","no","cross"
4746,5.8888888,5.1111112,18,"right","no","co"
4746,1.8333335,1.5,18,"left","yes","cross"
4746,5.25,5.25,18,"right","yes","co"
4747,1.9166665,2.3333333,27,"left","no","cross"
4747,5.4000001,3.5333333,27,"right","no","co"
4747,1.625,2.625,27,"left","yes","cross"
4747,4.8000002,3.4000001,27,"right","yes","co"
4748,2.181818,2.8461537,23,"left","no","cross"
4748,5.8000002,3.5,23,"right","no","co"
4748,3.1999998,3.3333333,23,"left","yes","cross"
4748,5.5,2,23,"right","yes","co"
4749,1.5,1.8888888,18,"left","no","cross"
4749,5.5,4.1111112,18,"right","no","co"
4749,1.25,2.2,18,"left","yes","cross"
4749,5.3333335,3.25,18,"right","yes","co"
4750,2.2857141,2.4285715,26,"left","no","cross"
4750,5,4.5833335,26,"right","no","co"
4750,2.7777777,2.8888888,26,"left","yes","cross"
4750,4.3333335,4,26,"right","yes","co"
4751,2.090909,1.0909091,20,"left","no","cross"
4751,5.1111112,2.8888888,20,"right","no","co"
4751,3.75,1.25,20,"left","yes","cross"
4751,3.75,1.75,20,"right","yes","cross"
4752,2,2.2857144,15,"left","no","cross"
4752,4.25,3.875,15,"right","no","co"
4752,1.3333335,2,15,"left","yes","cross"
4752,4.5,4.25,15,"right","yes","co"
4753,1.4444447,1.5555556,17,"left","no","cross"
4753,5.5,5,17,"right","no","co"
4753,1.6666665,1.3333334,17,"left","yes","cross"
4753,6,5.25,17,"right","yes","co"
4755,1.8571429,1.7142857,21,"left","no","cross"
4755,6.1428571,4.4285712,21,"right","no","co"
4755,2,1.8888888,21,"left","yes","cross"
4755,6,4.3333335,21,"right","yes","co"
4756,2.4615383,2.3846154,21,"left","no","cross"
4756,6,3.5,21,"right","no","co"
4756,1.75,1.5,21,"left","yes","cross"
4756,5.6666665,3.3333333,21,"right","yes","co"
4757,3.5,4.4705882,26,"left","no","cross"
4757,5,5.1111112,26,"right","no","co"
4757,3.5,4.3333335,26,"left","yes","cross"
4757,5,5.1999998,26,"right","yes","co"
4758,1.3000002,1.6,18,"left","no","cross"
4758,6.375,4.875,18,"right","no","co"
4758,1.1999998,1.6,18,"left","yes","cross"
4758,7,3,18,"right","yes","co"
4759,1.3333335,2.4444444,16,"left","no","cross"
4759,5.5714288,4,16,"right","no","co"
4759,1.3333335,2.6666667,16,"left","yes","cross"
4759,5.75,4.75,16,"right","yes","co"
4760,2.5999999,2.8,17,"left","no","cross"
4760,6,4.8333335,17,"right","no","co"
4760,2.3333335,2.3333333,17,"left","yes","cross"
4760,6,4.8000002,17,"right","yes","co"
4763,1.4000001,1.7,15,"left","no","cross"
4763,4.6666665,2.8,15,"right","no","co"
4763,1.3333335,1.6666666,15,"left","yes","cross"
4763,4.5,2,15,"right","yes","co"
4766,1.3333335,2,15,"left","no","cross"
4766,6.3333335,5.1666665,15,"right","no","co"
4766,1.5,2,15,"left","yes","cross"
4766,6.3333335,5,15,"right","yes","co"
4767,2.8333335,3.5384614,27,"left","no","cross"
4767,4.5714288,4.0714288,27,"right","no","co"
4767,3,3.7142856,27,"left","yes","cross"
4767,4.8000002,4.4444447,27,"right","yes","co"
4768,2,2.1666667,16,"left","no","cross"
4768,5.5,4.9000001,16,"right","no","co"
4768,2.6666665,3,16,"left","yes","cross"
4768,5.1999998,4.5999999,16,"right","yes","co"
4769,1.8000002,2.7,19,"left","no","cross"
4769,5.3333335,5.1111112,19,"right","no","co"
4769,2,3,19,"left","yes","cross"
4769,5,5,19,"right","yes","co"
4770,3.5555553,3.5555556,19,"left","no","cross"
4770,3.8,3.4000001,19,"right","no","cross"
4770,4.75,4.5,19,"left","yes","co"
4770,3.1666667,3.3333333,19,"right","yes","cross"
4771,2.5833335,3,24,"left","no","cross"
4771,5.6666665,4.3333335,24,"right","no","co"
4771,3.2857141,4.1428571,24,"left","yes","cross"
4771,5.7142859,4.7142859,24,"right","yes","co"
4772,2.1999998,1.9,20,"left","no","cross"
4772,5.5,4.3000002,20,"right","no","co"
4772,2.6666665,3,20,"left","yes","cross"
4772,5.1428571,4.1428571,20,"right","yes","co"
4773,1.5555553,3.2222223,24,"left","no","cross"
4773,6,5.3333335,24,"right","no","co"
4773,1.6666665,4.1666665,24,"left","yes","cross"
4773,5.8333335,5.3333335,24,"right","yes","co"
4774,5.4000001,4.9000001,18,"left","no","co"
4774,3.125,3.375,18,"right","no","cross"
4774,5.2,4.4000001,18,"left","yes","co"
4774,3,3.4000001,18,"right","yes","cross"
4775,1.4000001,1.4,20,"left","no","cross"
4775,5,4.8000002,20,"right","no","co"
4775,1.5999999,1.6,20,"left","yes","cross"
4775,4.75,5.4000001,20,"right","yes","co"
4776,2.3333335,2.1666667,14,"left","no","cross"
4776,6.125,4.75,14,"right","no","co"
4776,1.6666665,3,14,"left","yes","cross"
4776,6.3333335,4.8333335,14,"right","yes","co"
4777,3.0666666,3.6666667,23,"left","no","cross"
4777,5.25,4.5,23,"right","no","co"
4777,2.5,3.5,23,"left","yes","cross"
4777,6,5.3333335,23,"right","yes","co"
4778,2,1.8,25,"left","no","cross"
4778,6.1333332,5.5333333,25,"right","no","co"
4778,1.4000001,1.4,25,"left","yes","cross"
4778,5.8000002,5.4000001,25,"right","yes","co"
4779,5.8571429,6.25,19,"left","no","co"
4779,2.1818182,3.4545455,19,"right","no","cross"
4779,5.5,6.25,19,"left","yes","co"
4779,1.8,3,19,"right","yes","cross"
4780,1.7142859,2.2857144,13,"left","no","cross"
4780,6.1999998,5,13,"right","no","co"
4780,1.25,1.75,13,"left","yes","cross"
4780,6,5.6666665,13,"right","yes","co"
4781,4.5,4.125,18,"left","no","co"
4781,2.7,2.0999999,18,"right","no","cross"
4781,4.3333333,4,18,"left","yes","co"
4781,2.8571429,2.1428571,18,"right","yes","cross"
4782,1.25,1.9166666,21,"left","no","cross"
4782,6.4444447,5.7777777,21,"right","no","co"
4782,1.25,2.25,21,"left","yes","cross"
4782,6.25,5,21,"right","yes","co"
4784,3.1428571,2.7142856,16,"left","no","cross"
4784,5.6666665,4.2222223,16,"right","no","co"
4784,3.6666665,2.6666667,16,"left","yes","cross"
4784,6.25,4,16,"right","yes","co"
4785,3.8571429,3.875,16,"left","no","cross"
4785,5,4.5,16,"right","no","co"
4785,3,3.5,16,"left","yes","cross"
4785,5,3.75,16,"right","yes","co"
4786,1.818182,2,19,"left","no","cross"
4786,4.75,3.875,19,"right","no","co"
4786,1.1999998,2.2,19,"left","yes","cross"
4786,4.25,5,19,"right","yes","co"
4787,1.9375,1.5625,30,"left","no","cross"
4787,6.2142859,4.7142859,30,"right","no","co"
4787,1.3333335,1,30,"left","yes","cross"
4787,6.1999998,4.1999998,30,"right","yes","co"
4788,1.25,1.25,19,"left","no","cross"
4788,5.8000002,4.6363635,19,"right","no","co"
4788,1,1.6666666,19,"left","yes","cross"
4788,6,3.8333333,19,"right","yes","co"
4790,1.4444447,2.1111112,17,"left","no","cross"
4790,6.1428571,5.25,17,"right","no","co"
4790,1.5999999,2.8,17,"left","yes","cross"
4790,5.75,4.25,17,"right","yes","co"
4791,2.125,3.5,24,"left","no","cross"
4791,5,4.8000002,24,"right","no","co"
4791,2.6666665,3.8333333,24,"left","yes","cross"
4791,4.8000002,4.2857141,24,"right","yes","co"
4792,2.1666665,2.3333333,13,"left","no","cross"
4792,5.1666665,4.5714288,13,"right","no","co"
4792,1.6666665,2,13,"left","yes","cross"
4792,6,3.6666667,13,"right","yes","co"
4793,1.5,1.7,24,"left","no","cross"
4793,6.0714288,5.2142859,24,"right","no","co"
4793,1.6666665,2,24,"left","yes","cross"
4793,5.8571429,5.1428571,24,"right","yes","co"
4794,1.8571429,1.7142857,17,"left","no","cross"
4794,6,5,17,"right","no","co"
4794,2.6666665,2.3333333,17,"left","yes","cross"
4794,6.1999998,6.1999998,17,"right","yes","co"
4796,1.4285712,1.7142857,16,"left","no","cross"
4796,5.1111112,5.5555553,16,"right","no","co"
4796,1.3333335,1.3333334,16,"left","yes","cross"
4796,5.3333335,6.3333335,16,"right","yes","co"
4797,3.1875,2.25,25,"left","no","cross"
4797,4.8571429,3.3333333,25,"right","no","co"
4797,3.7142859,2,25,"left","yes","cross"
4797,5.25,3.2,25,"right","yes","co"
4798,1.5454545,2.7272727,21,"left","no","cross"
4798,4.4000001,3.8,21,"right","no","co"
4798,1.5999999,2.4000001,21,"left","yes","cross"
4798,4.1666665,3.5,21,"right","yes","co"
4799,2,1.3,16,"left","no","cross"
4799,5.6666665,4,16,"right","no","co"
4799,3,1.6666666,16,"left","yes","cross"
4799,5.6666665,3,16,"right","yes","co"
4800,1.3333335,1.7777778,16,"left","no","cross"
4800,5.1428571,5.4285712,16,"right","no","co"
4800,1.5999999,2.4000001,16,"left","yes","cross"
4800,5.3333335,3.6666667,16,"right","yes","co"
4802,2.7272725,3.1818182,19,"left","no","cross"
4802,4.75,3.875,19,"right","no","co"
4802,2.875,3.375,19,"left","yes","cross"
4802,5.3333335,3,19,"right","yes","co"
4803,3.6666665,3.5384614,21,"left","no","cross"
4803,3,2.375,21,"right","no","cross"
4803,3.7142859,3.4000001,21,"left","yes","cross"
4803,3,2,21,"right","yes","cross"
4804,1.6999998,1.9,21,"left","no","cross"
4804,5.909091,4.181818,21,"right","no","co"
4804,1.5999999,2,21,"left","yes","cross"
4804,6.1999998,4.1999998,21,"right","yes","co"
4805,1,1.3333334,20,"left","no","cross"
4805,6,3.6363637,20,"right","no","co"
4805,1,1,20,"left","yes","cross"
4805,6.5999999,4,20,"right","yes","co"
4806,3.5999999,3.6666667,17,"left","no","cross"
4806,5.181818,4.181818,17,"right","no","co"
4806,3.5,3.5,17,"left","yes","cross"
4806,5,4.125,17,"right","yes","co"
4807,4.8,4.4000001,17,"left","no","co"
4807,3.8571429,3.8571429,17,"right","no","cross"
4807,4.75,4.25,17,"left","yes","co"
4807,3.6666667,4.3333335,17,"right","yes","cross"
4808,2.25,3,16,"left","no","cross"
4808,5.375,4.75,16,"right","no","co"
4808,3,2.25,16,"left","yes","cross"
4808,5,4,16,"right","yes","co"
4809,1.4285712,1.7142857,23,"left","no","cross"
4809,5.3571429,3.375,23,"right","no","co"
4809,1.75,2,23,"left","yes","cross"
4809,5.875,3.1111112,23,"right","yes","co"
4810,2,2.3333333,18,"left","no","cross"
4810,5.6666665,4.5833335,18,"right","no","co"
4810,2.3333335,3.3333333,18,"left","yes","cross"
4810,5.8571429,4,18,"right","yes","co"
4811,3.090909,3.5454545,19,"left","no","cross"
4811,5.875,3.625,19,"right","no","co"
4811,3.1428571,3.8571429,19,"left","yes","cross"
4811,6.4000001,3.4000001,19,"right","yes","co"
4812,2.8333335,3.4285715,13,"left","no","cross"
4812,5.1999998,4.3333335,13,"right","no","co"
4812,3,3.25,13,"left","yes","cross"
4812,4.5,4,13,"right","yes","co"
4813,1.1666665,1.3333334,33,"left","no","cross"
4813,5.9333334,4.3333335,33,"right","no","co"
4813,1,1,33,"left","yes","cross"
4813,5.5,2.3333333,33,"right","yes","co"
4814,2.25,2.6923077,21,"left","no","cross"
4814,5.375,4.75,21,"right","no","co"
4814,2.6666665,4,21,"left","yes","cross"
4814,5.75,5,21,"right","yes","co"
4815,2.818182,2.6363637,20,"left","no","cross"
4815,4.5555553,3.6666667,20,"right","no","co"
4815,3.5999999,2.8,20,"left","yes","cross"
4815,4.4285712,3.2857144,20,"right","yes","co"
4816,2.1666665,2.0833333,18,"left","no","cross"
4816,4.6666665,4.8333335,18,"right","no","co"
4816,2.375,2.25,18,"left","yes","cross"
4816,3.3333333,4.3333335,18,"right","yes","cross"
4817,1.2857141,1.7142857,25,"left","no","cross"
4817,6,4.5,25,"right","no","co"
4817,1.5,2,25,"left","yes","cross"
4817,6.5,3.9000001,25,"right","yes","co"
4819,2.5,4.6666665,21,"left","no","cross"
4819,5,4.1666665,21,"right","no","co"
4819,2.5,4.8000002,21,"left","yes","cross"
4819,5,4,21,"right","yes","co"
4820,1.3333335,1.4444444,18,"left","no","cross"
4820,5.8888888,5.4444447,18,"right","no","co"
4820,1.5,1.5,18,"left","yes","cross"
4820,5.8333335,5,18,"right","yes","co"
4821,2.3333335,1.9166666,23,"left","no","cross"
4821,4.5454545,4.2727275,23,"right","no","co"
4821,3.8000002,2.4000001,23,"left","yes","cross"
4821,4.5714288,4,23,"right","yes","co"
4822,1.7272725,2,29,"left","no","cross"
4822,4.3571429,3.2941177,29,"right","no","co"
4822,2.75,2,29,"left","yes","cross"
4822,4.1111112,3.2,29,"right","yes","co"
4823,2.1999998,4,18,"left","no","cross"
4823,5.1999998,4.1428571,18,"right","no","co"
4823,2,4.1666665,18,"left","yes","cross"
4823,5,4,18,"right","yes","co"
4824,3.0833335,3.5714285,20,"left","no","cross"
4824,4.8000002,3.6666667,20,"right","no","co"
4824,3.25,3.2222223,20,"left","yes","cross"
4824,5.3333335,3.5,20,"right","yes","co"
4825,1.25,2,22,"left","no","cross"
4825,6.3571429,5.9285712,22,"right","no","co"
4825,1.1999998,2,22,"left","yes","cross"
4825,6.3333335,6,22,"right","yes","co"
4827,4.5999999,4.1999998,11,"left","no","co"
4827,3.3333333,3,11,"right","no","cross"
4827,5,4.3333335,11,"left","yes","co"
4827,3,2,11,"right","yes","cross"
4828,2.2307692,2.1538463,24,"left","no","cross"
4828,3.7272727,3.8181818,24,"right","no","cross"
4828,2.4285712,2.4285715,24,"left","yes","cross"
4828,2.5,2.1666667,24,"right","yes","cross"
4829,2.875,3,18,"left","no","cross"
4829,5.25,3.125,18,"right","no","co"
4829,3,4,18,"left","yes","cross"
4829,4.5,3.6666667,18,"right","yes","co"
4830,1.5238094,1.9523809,31,"left","no","cross"
4830,6,4.5999999,31,"right","no","co"
4830,1.5,1.8,31,"left","yes","cross"
4830,6,4.5714288,31,"right","yes","co"
4831,2.4285712,3.4444444,18,"left","no","cross"
4831,5.4444447,4.7777777,18,"right","no","co"
4831,2.4000001,4.3333335,18,"left","yes","cross"
4831,5.3333335,4.1666665,18,"right","yes","co"
4832,4.5,3.4000001,18,"left","no","co"
4832,4.375,4.125,18,"right","no","co"
4832,5.5,3.5,18,"left","yes","co"
4832,4.5,3.75,18,"right","yes","co"
4833,2.5714288,3.625,18,"left","no","cross"
4833,5.375,4.5,18,"right","no","co"
4833,3,4.25,18,"left","yes","cross"
4833,5.5,4,18,"right","yes","co"
4834,3.3333335,2.6666667,22,"left","no","cross"
4834,5.1999998,3.8,22,"right","no","co"
4834,3.5,2.5,22,"left","yes","cross"
4834,4.4000001,3.4000001,22,"right","yes","co"
4835,2.0833335,2.25,20,"left","no","cross"
4835,6.3333335,4.75,20,"right","no","co"
4835,2,2.5714285,20,"left","yes","cross"
4835,6.25,4.1999998,20,"right","yes","co"
4836,2.2307692,1.9230769,27,"left","no","cross"
4836,5.6923075,3.2857144,27,"right","no","co"
4836,1.8571429,1.7142857,27,"left","yes","cross"
4836,5.2222223,2.4444444,27,"right","yes","co"
4837,2,1.8333334,18,"left","no","cross"
4837,5.1666665,3.5,18,"right","no","co"
4837,1.7142859,1.5714285,18,"left","yes","cross"
4837,4.6666665,3.3333333,18,"right","yes","co"
4838,2.5999999,2.9333334,25,"left","no","cross"
4838,4.6999998,4.0999999,25,"right","no","co"
4838,2.875,2.875,25,"left","yes","cross"
4838,4.5,4.6666665,25,"right","yes","co"
4840,3.7142859,3.5,17,"left","no","cross"
4840,4.5555553,4.1111112,17,"right","no","co"
4840,3.75,3.75,17,"left","yes","cross"
4840,4.8000002,3.5999999,17,"right","yes","co"
4841,1.5833335,2.8333333,21,"left","no","cross"
4841,5.7777777,5.3333335,21,"right","no","co"
4841,1.8333335,3.1666667,21,"left","yes","cross"
4841,5.5999999,5.5999999,21,"right","yes","co"
4844,1.4545455,1.8181819,22,"left","no","cross"
4844,5.909091,4.090909,22,"right","no","co"
4844,1.5,1.625,22,"left","yes","cross"
4844,6.1666665,4,22,"right","yes","co"
4845,2.25,2.25,20,"left","no","cross"
4845,5,4.6666665,20,"right","no","co"
4845,2,2,20,"left","yes","cross"
4845,5,4.4000001,20,"right","yes","co"
4847,2.625,2.7777777,17,"left","no","cross"
4847,5.625,5.375,17,"right","no","co"
4847,3.75,4,17,"left","yes","cross"
4847,6,6,17,"right","yes","co"
4848,1.9000001,1.5,22,"left","no","cross"
4848,6.6666665,4.0833335,22,"right","no","co"
4848,2.5,1,22,"left","yes","cross"
4848,6.6666665,4.1666665,22,"right","yes","co"
4851,1.125,1.4444444,19,"left","no","cross"
4851,5.8888888,4.6999998,19,"right","no","co"
4851,1,1.6666666,19,"left","yes","cross"
4851,6,4.7142859,19,"right","yes","co"
4852,2.5999999,3.4285715,19,"left","no","cross"
4852,4.1428571,4.3333335,19,"right","no","co"
4852,2.3333335,3.75,19,"left","yes","cross"
4852,4.5,4.6666665,19,"right","yes","co"
4853,3.1428571,3.5,17,"left","no","cross"
4853,5,4.2857141,17,"right","no","co"
4853,2.8000002,3.5999999,17,"left","yes","cross"
4853,5,4.5999999,17,"right","yes","co"
4855,1.2307692,1.6923077,30,"left","no","cross"
4855,5.8235292,4.352941,30,"right","no","co"
4855,1.3333335,2.6666667,30,"left","yes","cross"
4855,5.5555553,3.2222223,30,"right","yes","co"
4856,2,1.6363636,22,"left","no","cross"
4856,5.818182,3.909091,22,"right","no","co"
4856,2.4000001,2.2,22,"left","yes","cross"
4856,6.25,3,22,"right","yes","co"
4857,2,2,15,"left","no","cross"
4857,4.5714288,3,15,"right","no","co"
4857,1.8000002,2,15,"left","yes","cross"
4857,5.3333335,4,15,"right","yes","co"
4858,1.6153846,1.9230769,25,"left","no","cross"
4858,5.8333335,5.5833335,25,"right","no","co"
4858,1.25,2.25,25,"left","yes","cross"
4858,6.5,5.8333335,25,"right","yes","co"
4859,1.5,1.875,14,"left","no","cross"
4859,5.3333335,4.8333335,14,"right","no","co"
4859,1.6666665,2.6666667,14,"left","yes","cross"
4859,4.6666665,5.6666665,14,"right","yes","co"
4860,2.3000002,2,20,"left","no","cross"
4860,6.4000001,5.6999998,20,"right","no","co"
4860,2.1999998,2.4000001,20,"left","yes","cross"
4860,6.8000002,6,20,"right","yes","co"
4861,1.5,2.3333333,17,"left","no","cross"
4861,6.4545455,6.090909,17,"right","no","co"
4861,1.6666665,2.3333333,17,"left","yes","cross"
4861,6.5999999,6,17,"right","yes","co"
4862,2.090909,2,23,"left","no","cross"
4862,5.909091,5.25,23,"right","no","co"
4862,1.5714288,2.2857144,23,"left","yes","cross"
4862,6.75,4.75,23,"right","yes","co"
4863,3,2.5,23,"left","no","cross"
4863,5.1999998,4.4666667,23,"right","no","co"
4863,2,2.25,23,"left","yes","cross"
4863,5.3333335,4.2222223,23,"right","yes","co"
4864,4.2,3.5999999,14,"left","no","co"
4864,3.1111112,3.4444444,14,"right","no","cross"
4864,5,4,14,"left","yes","co"
4864,2.5,3,14,"right","yes","cross"
4865,2,2.1666667,19,"left","no","cross"
4865,4.2857141,4.2857141,19,"right","no","co"
4865,2,2.1428571,19,"left","yes","cross"
4865,4.25,4.5,19,"right","yes","co"
4866,1.625,2.125,19,"left","no","cross"
4866,5.2727275,4.818182,19,"right","no","co"
4866,1.5,2.25,19,"left","yes","cross"
4866,4.8333335,4.3333335,19,"right","yes","co"
4867,1.3333335,1.3333334,16,"left","no","cross"
4867,5.0999999,2.8,16,"right","no","co"
4867,1.25,1.25,16,"left","yes","cross"
4867,4.3333335,2.6666667,16,"right","yes","co"
4868,2.9000001,3,17,"left","no","cross"
4868,5.5714288,4.5714288,17,"right","no","co"
4868,3.5,3,17,"left","yes","cross"
4868,6,4.5,17,"right","yes","co"
4869,3.5999999,2.4000001,20,"left","no","cross"
4869,4.4444447,3.4000001,20,"right","no","co"
4869,3,2,20,"left","yes","cross"
4869,5,3.8571429,20,"right","yes","co"
4870,1.5,1.8333334,20,"left","no","cross"
4870,6.25,5.5,20,"right","no","co"
4870,1.7142859,2.1428571,20,"left","yes","cross"
4870,6.75,5.75,20,"right","yes","co"
4871,2.4444447,2.4444444,19,"left","no","cross"
4871,5.6999998,5.1999998,19,"right","no","co"
4871,2.8000002,2.8,19,"left","yes","cross"
4871,5.4000001,4.1999998,19,"right","yes","co"
4872,2.625,2.8888888,22,"left","no","cross"
4872,5.0769229,4.6153846,22,"right","no","co"
4872,2.8000002,3,22,"left","yes","cross"
4872,5.25,4.625,22,"right","yes","co"
4873,3.2222223,2.4444444,17,"left","no","cross"
4873,4.6666665,4.375,17,"right","no","co"
4873,2.8000002,2.2,17,"left","yes","cross"
4873,4.5999999,3.8333333,17,"right","yes","co"
4874,1.4444447,1.5555556,21,"left","no","cross"
4874,5.9166665,4.25,21,"right","no","co"
4874,1.1666665,1.1666666,21,"left","yes","cross"
4874,5.75,3,21,"right","yes","co"
4875,2.7777777,3.0999999,21,"left","no","cross"
4875,3.7777777,3.3636363,21,"right","no","cross"
4875,2.6666665,2,21,"left","yes","cross"
4875,4.25,3.5999999,21,"right","yes","co"
4876,3.1666665,3.5,18,"left","no","cross"
4876,4.6666665,4,18,"right","no","co"
4876,2.5714288,2.7142856,18,"left","yes","cross"
4876,5,4.5,18,"right","yes","co"
4878,4.0714285,3.7857144,28,"left","no","co"
4878,4.3076925,3.7857144,28,"right","no","co"
4878,4.125,3.75,28,"left","yes","co"
4878,4.625,3.875,28,"right","yes","co"
4879,2.8333335,3.5,15,"left","no","cross"
4879,5.4285712,4.4285712,15,"right","no","co"
4879,3,2.8,15,"left","yes","cross"
4879,5.25,4.5,15,"right","yes","co"
4880,2,3.0714285,23,"left","no","cross"
4880,6.125,5.5555553,23,"right","no","co"
4880,1.875,3.5555556,23,"left","yes","cross"
4880,6.25,5.8000002,23,"right","yes","co"
4883,2,2.1428571,18,"left","no","cross"
4883,5.4545455,4,18,"right","no","co"
4883,2,2,18,"left","yes","cross"
4883,5,4.1999998,18,"right","yes","co"
4886,5,4.125,15,"left","no","co"
4886,6,4.2857141,15,"right","no","co"
4886,5.5,4.5,15,"left","yes","co"
4886,6,4,15,"right","yes","co"
4887,2.5,2,25,"left","no","cross"
4887,5.6153846,4.9333334,25,"right","no","co"
4887,1.6666665,2,25,"left","yes","cross"
4887,6.1428571,5,25,"right","yes","co"
4889,1.9000001,1.7,19,"left","no","cross"
4889,6.2222223,5.3333335,19,"right","no","co"
4889,2,1.5714285,19,"left","yes","cross"
4889,6.4000001,5.5999999,19,"right","yes","co"
4891,1.7142859,1.7142857,16,"left","no","cross"
4891,5.1111112,4.2222223,16,"right","no","co"
4891,2.3333335,2,16,"left","yes","cross"
4891,4.8333335,3.8333333,16,"right","yes","co"
4892,2,3,15,"left","no","cross"
4892,5.3333335,3.2222223,15,"right","no","co"
4892,1,2.6666667,15,"left","yes","cross"
4892,5.5,1.75,15,"right","yes","co"
4893,3.5,3.5999999,20,"left","no","cross"
4893,4.375,4.3000002,20,"right","no","co"
4893,3,3.6666667,20,"left","yes","cross"
4893,4.1666665,4.1428571,20,"right","yes","co"
4894,1.9000001,2.8,16,"left","no","cross"
4894,6.5,4.1666665,16,"right","no","co"
4894,2.25,4.25,16,"left","yes","cross"
4894,6.5,3.5,16,"right","yes","co"
4895,2,2,21,"left","no","cross"
4895,5.6999998,5,21,"right","no","co"
4895,2.1666665,2.3333333,21,"left","yes","cross"
4895,6,5,21,"right","yes","co"
4896,1.5555553,2.7777777,17,"left","no","cross"
4896,6.125,4.375,17,"right","no","co"
4896,2,3.5,17,"left","yes","cross"
4896,6,4.25,17,"right","yes","co"
4897,1.8888888,3.4444444,17,"left","no","cross"
4897,5.375,4.25,17,"right","no","co"
4897,2.25,3.5,17,"left","yes","cross"
4897,5.1999998,4.5999999,17,"right","yes","co"
4898,1.4285712,2.2857144,19,"left","no","cross"
4898,6.0833335,3.25,19,"right","no","co"
4898,1.75,2.25,19,"left","yes","cross"
4898,6,3,19,"right","yes","co"
4899,4.5,5.1666665,15,"left","no","co"
4899,3.7777777,3,15,"right","no","cross"
4899,4.3333333,5.3333335,15,"left","yes","co"
4899,3.8333333,3,15,"right","yes","cross"
4900,1.3846154,1.4615384,23,"left","no","cross"
4900,5.4444447,3.5,23,"right","no","co"
4900,1.5714288,1.2857143,23,"left","yes","cross"
4900,6.3333335,3,23,"right","yes","co"
4901,1.7857141,2.3125,22,"left","no","cross"
4901,5.3333335,4.3333335,22,"right","no","co"
4901,2.375,2.375,22,"left","yes","cross"
4901,5.3333335,4,22,"right","yes","co"
4902,1.2727275,1.5833334,21,"left","no","cross"
4902,5.625,5.2222223,21,"right","no","co"
4902,1.25,1.75,21,"left","yes","cross"
4902,4.5,3.6666667,21,"right","yes","co"
4903,1.090909,1.5454545,20,"left","no","cross"
4903,6,4.6666665,20,"right","no","co"
4903,1,1.8,20,"left","yes","cross"
4903,6.5,4.75,20,"right","yes","co"
4904,3.1111112,4,20,"left","no","cross"
4904,4.6666665,3.5999999,20,"right","no","co"
4904,3.4000001,4,20,"left","yes","cross"
4904,6,4,20,"right","yes","co"
4905,2.7142859,2.7777777,19,"left","no","cross"
4905,4.3333335,3.7,19,"right","no","co"
4905,2.6666665,2.5,19,"left","yes","cross"
4905,4.6666665,3.5714285,19,"right","yes","co"
4906,1.181818,1.7272727,23,"left","no","cross"
